,animal_id,bin_timestamp,latitude,longitude,record_type
279,16176001,6/9/2014 13:59,41.85913,-82.60905,detection
280,16176001,6/9/2014 13:59,41.8511,-82.61808,detection
281,16176001,6/9/2014 13:59,41.86725,-82.60068,detection
282,16176001,6/9/2014 13:59,41.88167,-82.58537,detection
283,16176001,6/9/2014 13:59,41.89612,-82.56963,detection
284,16176001,6/9/2014 13:59,41.88925,-82.57735,detection
285,16176001,6/9/2014 13:59,41.90343,-82.56272,detection
286,16176001,6/9/2014 13:59,41.91032,-82.55485,detection
287,16176001,6/9/2014 16:59,41.89612,-82.56963,detection
288,16176001,6/9/2014 16:59,41.90343,-82.56272,detection
289,16176001,6/9/2014 16:59,41.88925,-82.57735,detection
290,16176001,6/9/2014 16:59,41.8745,-82.59323,detection
291,16176001,6/9/2014 16:59,41.88167,-82.58537,detection
292,16176001,6/9/2014 16:59,41.91032,-82.55485,detection
293,16176001,6/9/2014 16:59,41.9177,-82.54708,detection
294,16176001,6/9/2014 16:59,41.92487,-82.53917,detection
295,16176001,6/9/2014 19:59,41.90342159,-82.56272971,interpolated
296,16176001,6/9/2014 22:59,41.90304621,-82.56316309,interpolated
297,16176001,6/10/2014 1:59,41.90267084,-82.56359646,interpolated
298,16176001,6/10/2014 4:59,41.90229546,-82.56402984,interpolated
299,16176001,6/10/2014 7:59,41.90192009,-82.56446321,interpolated
300,16176001,6/10/2014 10:59,41.90154471,-82.56489659,interpolated
301,16176001,6/10/2014 13:59,41.90116934,-82.56532996,interpolated
302,16176001,6/10/2014 16:59,41.90079396,-82.56576333,interpolated
303,16176001,6/10/2014 19:59,41.90041859,-82.56619671,interpolated
304,16176001,6/10/2014 22:59,41.90004322,-82.56663008,interpolated
305,16176001,6/11/2014 1:59,41.8996486,-82.56703138,interpolated
306,16176001,6/11/2014 4:59,41.89925149,-82.56742849,interpolated
307,16176001,6/11/2014 7:59,41.89885437,-82.56782561,interpolated
308,16176001,6/11/2014 10:59,41.89845725,-82.56822272,interpolated
309,16176001,6/11/2014 13:59,41.89806014,-82.56861984,interpolated
310,16176001,6/11/2014 16:59,41.89766302,-82.56901696,interpolated
311,16176001,6/11/2014 19:59,41.89726591,-82.56941407,interpolated
312,16176001,6/11/2014 22:59,41.89686879,-82.56981119,interpolated
313,16176001,6/12/2014 1:59,41.89647167,-82.5702083,interpolated
314,16176001,6/12/2014 4:59,41.89607456,-82.57060542,interpolated
315,16176001,6/12/2014 7:59,41.89567744,-82.57100254,interpolated
316,16176001,6/12/2014 10:59,41.89528032,-82.57139965,interpolated
317,16176001,6/12/2014 13:59,41.89488263,-82.57179571,interpolated
318,16176001,6/12/2014 16:59,41.89448355,-82.57218925,interpolated
319,16176001,6/12/2014 19:59,41.89408446,-82.57258278,interpolated
320,16176001,6/12/2014 22:59,41.89368538,-82.57297631,interpolated
321,16176001,6/13/2014 1:59,41.89328629,-82.57336985,interpolated
322,16176001,6/13/2014 4:59,41.89288721,-82.57376338,interpolated
323,16176001,6/13/2014 7:59,41.89248812,-82.57415691,interpolated
324,16176001,6/13/2014 10:59,41.89208904,-82.57455045,interpolated
325,16176001,6/13/2014 13:59,41.89168996,-82.57494398,interpolated
326,16176001,6/13/2014 16:59,41.89129087,-82.57533751,interpolated
327,16176001,6/13/2014 19:59,41.89089179,-82.57573105,interpolated
328,16176001,6/13/2014 22:59,41.8904927,-82.57612458,interpolated
329,16176001,6/14/2014 1:59,41.89009362,-82.57651811,interpolated
330,16176001,6/14/2014 4:59,41.88969454,-82.57691165,interpolated
331,16176001,6/14/2014 7:59,41.88925,-82.57735,detection
332,16176001,6/14/2014 7:59,41.88167,-82.58537,detection
333,16176001,6/14/2014 7:59,41.8745,-82.59323,detection
334,16176001,6/14/2014 7:59,41.89612,-82.56963,detection
335,16176001,6/14/2014 7:59,41.85913,-82.60905,detection
336,16176001,6/14/2014 7:59,41.90343,-82.56272,detection
337,16176001,6/14/2014 10:59,41.88925,-82.57735,detection
338,16176001,6/14/2014 10:59,41.89612,-82.56963,detection
339,16176001,6/14/2014 10:59,41.88167,-82.58537,detection
340,16176001,6/14/2014 10:59,41.90343,-82.56272,detection
341,16176001,6/14/2014 10:59,41.91032,-82.55485,detection
342,28647002,4/19/2015 23:40,42.08405,-83.18186,detection
343,28647002,4/19/2015 23:40,42.09335,-83.17982,detection
344,28647002,4/19/2015 23:40,42.08754,-83.17205,detection
345,28647002,4/20/2015 2:40,42.08734527,-83.17125498,interpolated
346,28647002,4/20/2015 5:40,42.08699499,-83.1698249,interpolated
347,28647002,4/20/2015 8:40,42.08664471,-83.16839482,interpolated
348,28647002,4/20/2015 11:40,42.08629443,-83.16696474,interpolated
349,28647002,4/20/2015 14:40,42.08594415,-83.16553466,interpolated
350,28647002,4/20/2015 17:40,42.08559388,-83.16410458,interpolated
351,28647002,4/20/2015 20:40,42.0852436,-83.1626745,interpolated
352,28647002,4/20/2015 23:40,42.08480966,-83.16129931,interpolated
353,28647002,4/21/2015 2:40,42.08418472,-83.16004942,interpolated
354,28647002,4/21/2015 5:40,42.08355978,-83.15879954,interpolated
355,28647002,4/21/2015 8:40,42.08293484,-83.15754966,interpolated
356,28647002,4/21/2015 11:40,42.0823099,-83.15629978,interpolated
357,28647002,4/21/2015 14:40,42.08168496,-83.1550499,interpolated
358,28647002,4/21/2015 17:40,42.08106002,-83.15380002,interpolated
359,28647002,4/21/2015 20:40,42.08043508,-83.15255014,interpolated
360,28647002,4/21/2015 23:40,42.07981015,-83.15130028,interpolated
361,28647002,4/22/2015 2:40,42.07918524,-83.15005046,interpolated
362,28647002,4/22/2015 5:40,42.07856034,-83.14880065,interpolated
363,28647002,4/22/2015 8:40,42.07793543,-83.14755084,interpolated
364,28647002,4/22/2015 11:40,42.07731052,-83.14630102,interpolated
365,28647002,4/22/2015 14:40,42.07668562,-83.14505121,interpolated
366,28647002,4/22/2015 17:40,42.07606071,-83.1438014,interpolated
367,28647002,4/22/2015 20:40,42.0754358,-83.14255158,interpolated
368,28647002,4/22/2015 23:40,42.07481091,-83.14130179,interpolated
369,28647002,4/23/2015 2:40,42.07418603,-83.14005204,interpolated
370,28647002,4/23/2015 5:40,42.07356116,-83.13880229,interpolated
371,28647002,4/23/2015 8:40,42.07293629,-83.13755255,interpolated
372,28647002,4/23/2015 11:40,42.07231141,-83.1363028,interpolated
373,28647002,4/23/2015 14:40,42.07168654,-83.13505306,interpolated
374,28647002,4/23/2015 17:40,42.07106167,-83.13380331,interpolated
375,28647002,4/23/2015 20:40,42.07043679,-83.13255356,interpolated
376,28647002,4/23/2015 23:40,42.06981193,-83.13130384,interpolated
377,28647002,4/24/2015 2:40,42.06918709,-83.13005416,interpolated
378,28647002,4/24/2015 5:40,42.06856225,-83.12880448,interpolated
379,28647002,4/24/2015 8:40,42.06793741,-83.1275548,interpolated
380,28647002,4/24/2015 11:40,42.06731257,-83.12630512,interpolated
381,28647002,4/24/2015 14:40,42.06668773,-83.12505544,interpolated
382,28647002,4/24/2015 17:40,42.06606289,-83.12380576,interpolated
383,28647002,4/24/2015 20:40,42.06543805,-83.12255608,interpolated
384,28647002,4/24/2015 23:40,42.0647312,-83.12141118,interpolated
385,28647002,4/25/2015 2:40,42.06383203,-83.12051201,interpolated
386,28647002,4/25/2015 5:40,42.06293285,-83.11961283,interpolated
387,28647002,4/25/2015 8:40,42.06203368,-83.11871365,interpolated
388,28647002,4/25/2015 11:40,42.0611345,-83.11781448,interpolated
389,28647002,4/25/2015 14:40,42.06023533,-83.1169153,interpolated
390,28647002,4/25/2015 17:40,42.05933617,-83.11601615,interpolated
391,28647002,4/25/2015 20:40,42.05843702,-83.11511699,interpolated
392,28647002,4/25/2015 23:40,42.05753787,-83.11421784,interpolated
393,28647002,4/26/2015 2:40,42.05663872,-83.11331869,interpolated
394,28647002,4/26/2015 5:40,42.05573956,-83.11241954,interpolated
395,28647002,4/26/2015 8:40,42.05484042,-83.11152039,interpolated
396,28647002,4/26/2015 11:40,42.05394129,-83.11062127,interpolated
397,28647002,4/26/2015 14:40,42.05304216,-83.10972214,interpolated
398,28647002,4/26/2015 17:40,42.05214304,-83.10882302,interpolated
399,28647002,4/26/2015 20:40,42.05124391,-83.10792389,interpolated
400,28647002,4/26/2015 23:40,42.05034479,-83.10702476,interpolated
401,28647002,4/27/2015 2:40,42.04961485,-83.10590968,interpolated
402,28647002,4/27/2015 5:40,42.04899014,-83.10466026,interpolated
403,28647002,4/27/2015 8:40,42.04836544,-83.10341085,interpolated
404,28647002,4/27/2015 11:40,42.04774073,-83.10216144,interpolated
